DIM_GEO_NAME,DIM_GEO_CODE,region,sub-region,DIM_TIME_YEAR,AMR_INFECT_ECOLI,AMR_INFECT_MRSA,FINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_25_POP,GHED_GGHE-DGGE_SHA2011,GLASSAMC_AWARE,HWF_0001,HWF_0006,HWF_0010,HWF_0014,MALARIA_EST_INCIDENCE,MCV2,MDG_0000000003,MDG_0000000007,MDG_0000000020,MDG_0000000025,MDG_0000000026,M_Est_tob_curr_std,NCDMORT3070,NCD_BMI_30A,NCD_BMI_PLUS2C,NCD_HYP_PREVALENCE_A,NUTOVERWEIGHTPREV,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,NUTRITION_WH_2,NUTSTUNTINGPREV,PCV3,PHE_HHAIR_PROP_POP_CLEAN_FUELS,RS_198,SA_0000001688,SDGAIRBODA,SDGFPALL,SDGHEALTHFACILITIESESSENTIALMEDS,SDGHEPHBSAGPRV,SDGHIV,SDGHPVRECEIVED,SDGIHR2021,SDGIPV12M,SDGIPVLT,SDGNTDTREATMENT,SDGODA01,SDGODAWS,SDGPM25,SDGPOISON,SDGSUICIDE,SDGWSHBOD,SUD_TREATMENTSERVICES_COVERAGE,UHC_INDEX_REPORTED,VACCINEPREVENTABLE_WILDPOLIO,VIOLENCE_HOMICIDERATE,WHOSIS_000003,WHS4_100,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSH_HYGIENE_BASIC,WSH_SANITATION_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,Healthy life expectancy at birth
Algeria,DZA,Africa,Northern Africa,2021,,,,,8.81999969482,,,,,,,,,,,,,,,,,,,,,,,,18.2999992371,,,,,,,,,,,,,,,0.509044408798,2.18574118614,,,74.1116409302,,1.6423330307,,,,,,,66.5999984741211
Algeria,DZA,Africa,Northern Africa,2022,,,,,,,,,,,0.0,71.0,,21.7527503967,51.0,,,21.2000007629,,23.81498909,15.2595300674,,11.8999996185,,,8.60000038147,74.0,99.6999969482,,,,,,,0.050000000745,,,,,5780.0,0.050000000745,1.41799998283,,,,,,,,,15.1584596634,77.0,76.1877288818,84.8041000366,62.4100990295,70.5979309082,66.69999694824219
Angola,AGO,Africa,Sub-Saharan Africa,2014,,,,,,,,,,,,,86.6549968717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.08000183105469
Argentina,ARG,Americas,Latin America and the Caribbean,2017,,,9.56999969482,2.53999996185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
Argentina,ARG,Americas,Latin America and the Caribbean,2018,,,,,,,,,,,,,,,,,,,,,,,,,1.70000004768,,,,,,,,,,,,,5.0,27.0,,,,,,,,,,,,,,,,,,67.05000305175781
Argentina,ARG,Americas,Latin America and the Caribbean,2019,,,,,,,,,,,,,,,,,,,15.5786581039,,,47.5,,11.8999996185,,,,,,8.03999042511,29.6732997894,,,,,,,,,,,,11.2302503586,,,11.3999996185,,,,,,,,,,,67.0999984741211
Argentina,ARG,Americas,Latin America and the Caribbean,2020,,,,,,,,,,,,,,,,98.8000030518,44.9000816345,,,,,,,,,,,,,,,80.3000030518,,0.009999999776,,,,,,,,,,,,,,,,,,,,,,,67.1500015258789
Argentina,ARG,Americas,Latin America and the Caribbean,2021,19.7600002289,34.3300018311,,,16.2199993134,,,,,,,,14.3099996149735,,,,,,,,,,,,,,,,8.80000019073,,,,,,,,,,,,,,,0.271835505962,7.90067815781,,,78.5253677368,,5.93389749527,,,,,,,67.19999694824219
Argentina,ARG,Americas,Latin America and the Caribbean,2022,,,,,,,40.8180007935,43.5379981995,9.65400028229,4.88000011444,0.0,93.0,,9.4352388382,29.0,,,23.7999992371,,35.3552017212,20.2722091675,,12.6000003815,,,9.5,77.0,99.9000015259,,,,,,,0.090000003576,54.0,,,,1020.0,2.52999997139,73.5486984253,,,,,,,,,5.727850914,81.0,36.4880714417,,,,67.25
Argentina,ARG,Americas,Latin America and the Caribbean,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1333007813,,,,,,,,,,,,0.0,,,,,,,,67.30000305175781
Armenia,ARM,Asia,Western Asia,2016,,,,,,,,,,,,,,,,99.8000030518,,,,,,,,,4.40000009537,,,,,,,40.2000007629,,,,,,,,,,,,,,,,,,,,,,,,,66.2750015258789
Armenia,ARM,Asia,Western Asia,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,,,,,66.82499694824219
Armenia,ARM,Asia,Western Asia,2019,,,,,,,31.1739997864,48.2630004883,4.17600011826,0.261999994516,,,,,,,,,20.1125907898,,,47.2999992371,,17.2999992371,,,,,,4.98389005661,74.5483474731,,,,,,,,,,,,36.2372207642,,,5.80000019073,,,,,,,,,,,67.0999984741211
Armenia,ARM,Asia,Western Asia,2021,,,19.8899993896,5.92999982834,7.63000011444,49.0209007263,,,,,,,12.8000001907,,,,,,,,,,,,,,,,13.6000003815,,,,,,,,,,,,,,,0.892791032791,2.39965391159,,,68.193107605,,3.94064640999,,,,,,,67.6500015258789
Armenia,ARM,Asia,Western Asia,2022,,,,,,,,,,,0.0,94.0,,10.2828598022,25.0,,,24.8999996185,,24.5090408325,9.56005001068,,11.5,,,7.19999980927,93.0,97.9000015259,,,,,,,0.189999997616,15.0,,,,14.0,1.25,21.7903995514,,,,,,,,,5.34872817993,93.0,0.5625,94.4236602783,10.7531099319,82.4117202759,67.92500305175781
Armenia,ARM,Asia,Western Asia,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5999984741,,,,,,,,,,,,0.0,,,,,,,,68.19999694824219
Australia,AUS,Oceania,Australia and New Zealand,2015,,,2.47000002861,0.40000000596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5999984741211
Australia,AUS,Oceania,Australia and New Zealand,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23.0,,,,,,,,,,,,,,,,,,70.82499694824219
Australia,AUS,Oceania,Australia and New Zealand,2019,,,,,,,,,,,,,,,,,,,8.95612049103,,,29.2999992371,,8.5,,,,,,10.0908002853,9.79965019226,,,,,,,,,,,,9.11917972565,,,1.89999997616,,,,,,,,,,,70.9000015258789
Australia,AUS,Oceania,Australia and New Zealand,2020,,,,,,,,,,,,,,,,,2.94150996208,,,,,,,,,,,,,,,,,0.129999995232,,,,,,,,,,,,,,,,,,,,,,,70.9749984741211
Australia,AUS,Oceania,Australia and New Zealand,2021,12.4600000381,16.9099998474,,,19.3199996948,,39.8120002747,137.082000732,6.21000003815,9.33399963379,,,0.059999998659,,,98.6999969482,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,0.115390747786,13.0947990417,,,86.7787780762,,0.912540733814,,,,,,,71.05000305175781
Australia,AUS,Oceania,Australia and New Zealand,2022,,,,,,,,,,,,91.0,6.80000019073,3.75579190254,5.59999990463,,,13.1000003815,,30.2439098358,15.7691202164,,21.7999992371,,,3.40000009537,96.0,100.0,,,,,,,,58.0,,,,3477.0,,,,,,,,,,,2.34431910515,94.0,95.8196029663,,95.8184890747,,71.125
Australia,AUS,Oceania,Australia and New Zealand,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3332977295,,,,,,,,,,,,0.0,,,,,,,,71.19999694824219
Austria,AUT,Europe,Western Europe,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.0,,,,,,,,,,,,,,,,,,70.7750015258789
Austria,AUT,Europe,Western Europe,2019,,,,,,,,,,,,,,,,,,,10.3499078751,,,33.7999992371,,13.0,,,,,,11.9727497101,17.4874095917,,,,,,,,,,,,12.4199695587,,,2.0,,,,,,,,,,,70.9000015258789
Austria,AUT,Europe,Western Europe,2020,,,,,,,,,,,,,,,,,5.22839021683,,,,,,,,,,,,,,,,,0.159999996424,,,,,,,,,,,,,,,,,,,,,,,71.0250015258789
Austria,AUT,Europe,Western Europe,2021,8.15999984741,3.11999988556,,,16.8899993896,60.0144004822,,109.28099823,,,,,2.0900000473495,,,,,,,,,,,,,,,,4.59999990463,,,,,,,,,,,,,,,0.174057886004,14.4862499237,,,84.5330429077,,0.494020670652,,,,,,,71.1500015258789
Austria,AUT,Europe,Western Europe,2022,,,,,,,55.0830001831,,6.22499990463,7.73299980164,,94.0,,3.20309090614,4.40000009537,98.0999984741,,24.8999996185,,15.3675403595,10.566570282,,,,,,,100.0,,,,,,,,53.0,,,,54.0,,,,,,,,,,,2.0373609066,84.0,98.2052230835,,99.6719818115,98.8963165283,71.2750015258789
Austria,AUT,Europe,Western Europe,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9332962036,,,,,,,,,,,,0.0,,,,,,,,71.4000015258789
Azerbaijan,AZE,Asia,Western Asia,2014,,,,,,,,,,1.9470000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.81999969482422
Azerbaijan,AZE,Asia,Western Asia,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,14.0,,,,,,,,,,,,,,,,,,63.474998474121094
Azerbaijan,AZE,Asia,Western Asia,2019,,,,,,,,,,,,,,,,,,,19.2429962158,,,41.0,,35.0999984741,,,,,,1.96779000759,125.243362427,,,,,,,,,,,,26.1815795898,,,3.59999990463,,,,,,,,,,,63.599998474121094
Azerbaijan,AZE,Asia,Western Asia,2022,,,,,,,,,,,0.0,91.0,37.2999992371,18.0678901672,68.0,99.9000015259,,19.6000003815,,26.5488796234,8.60743999481,,10.1000003815,,,13.3000001907,83.0,98.5,,,,,,,0.050000000745,,,,,0.0,0.180000007153,1.06980001926,,,,,,,,,9.08445453644,83.0,41.3396911621,,,71.6117019653,63.974998474121094
Azerbaijan,AZE,Asia,Western Asia,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5333023071,,,,,,,,,,,,0.0,,,,,,,,64.0999984741211
Bahrain,BHR,Asia,Western Asia,2015,,,4.88000011444,1.39999997616,,,,,,1.62999999523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.19999694824219
Bahrain,BHR,Asia,Western Asia,2016,,,,,,,8.42000007629,23.4589996338,0.950999975204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.125
Bahrain,BHR,Asia,Western Asia,2019,,,,,,,,,,,,,4.3050000760715,,,,,,14.5257120132,,,38.7000007629,,35.4000015259,,,,,,1.58153998852,68.1374130249,,,,,,,,,,,,51.8433113098,,,0.800000011921,,,,,,,,,,,65.9000015258789
Bahrain,BHR,Asia,Western Asia,2020,,,,,,,,,,,,,,,,98.1999969482,15.8978796005,,,,,,,,,,,,,,,,,0.029999999329,,,,,,,,,,,,,,,,,,,,,,,65.82499694824219
Bahrain,BHR,Asia,Western Asia,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0667037964,,,,,,,,,,,,0.0,,,,,,,,65.5999984741211
Bangladesh,BGD,Asia,Southern Asia,2016,,,24.4200000763,8.44999980927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.92499923706055
Bangladesh,BGD,Asia,Southern Asia,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,50.0,,,,,,,,,,,,,,,,,,64.17500305175781
Bangladesh,BGD,Asia,Southern Asia,2019,,,,,,,,,,,,,,,,,,,19.1611843109,,,28.7999992371,,36.7000007629,,,,,,0.005160000175,143.916915894,77.4000015259,,,,,,,,,,,46.8453483582,,,18.2000007629,,,,,,,,,,,64.30000305175781
Bangladesh,BGD,Asia,Southern Asia,2020,,,,,,40.6170005798,,,,,,,2.0,,,,123.028251648,,,,,,,,,,,,,,,,,0.509999990463,,,,,,,,,,,,,,,,,,,,,,,64.42500305175781
Bangladesh,BGD,Asia,Southern Asia,2021,,,,,3.07999992371,,6.69999980927,6.13100004196,0.685000002384,1.00899994373,,,,,,,,,,,,,,,,,,,18.6000003815,,,,,,,,,,,,,,,0.112784862518,2.88979363441,,,51.6194801331,,2.91747069359,,,,,,,64.55000305175781
Bangladesh,BGD,Asia,Southern Asia,2022,,,,,,,,,,,1.21694004536,93.0,68.0,28.7751598358,221.0,69.8000030518,,32.9000015259,,5.30312013626,1.90631997585,,2.09999990463,,11.0,26.3999996185,99.0,28.0,,,,,,,0.009999999776,,,,,53874744.0,4.21000003815,236.715393066,,,,,,,,,17.3581104279,98.0,17.5205307007,61.7285385132,30.976190567,59.1092987061,64.67500305175781
Bangladesh,BGD,Asia,Southern Asia,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3332977295,,,,,,,,,,,,0.0,,,,,,,,64.80000305175781
Belarus,BLR,Europe,Eastern Europe,2018,,,,,,,,,,,,,5.8399998089145,,,,,,,,,,,,,,,,,,,,,,,,,6.0,21.0,,,,,,,,10.0,,,,,,,,,,65.7750015258789
Belarus,BLR,Europe,Eastern Europe,2019,,,,,,,,,,,,,,,,,,,24.6192207336,,,49.2000007629,,20.6000003815,,,,,,10.9010696411,69.8701095581,66.0,,,,,,,,,,,17.1875,,,1.60000002384,,,,,,,,,,,66.0
Belgium,BEL,Europe,Western Europe,2014,,,,,,,,,,,,,,,,,,,,,,,,,0.40000000596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.83999633789062
Belgium,BEL,Europe,Western Europe,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16788053513,,,,,,,,,,70.1500015258789
Belgium,BEL,Europe,Western Europe,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,22.0,,,,,,,,7.82539463043,,,,,,,,,,70.44999694824219
Belgium,BEL,Europe,Western Europe,2019,,,,,,,,,,,,,,,,,,,9.96904182434,,,30.0,,13.6000003815,,,,,,10.2808904648,15.3373403549,,,,,,,,,,,,11.5667896271,,,5.30000019073,,,,,,,,,,,70.5999984741211
Belgium,BEL,Europe,Western Europe,2020,,,,,,,,,,,,,,,,,4.75585985184,,,,,,,,,,,,,,,,,0.090000003576,,,,,,,,,,,,,,,,,,,,,,,70.75
Belgium,BEL,Europe,Western Europe,2021,8.32999992371,4.19999980927,,,15.4600000381,68.4793014526,,,,,,,2.24499988556,,,,,,,,,,,,,,,,4.59999990463,,,,,,,,,,,,,,,0.4235663414,18.3618125916,,,85.5924301147,,1.22596764565,,,,,,,70.9000015258789
Belgium,BEL,Europe,Western Europe,2022,,,,,,,63.9319992065,208.93699646,11.6059999466,20.7280006409,,83.0,,3.69474101067,7.80000019073,,,26.7000007629,,20.0253696442,6.52209997177,,4.0,,,2.40000009537,94.0,100.0,,,,,,,0.039999999106,69.0,,,,55.0,,,,,,,,,,,2.20214009285,98.0,85.0678024292,,94.8970108032,99.7394485474,71.05000305175781
Belgium,BEL,Europe,Western Europe,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1333007813,,,,,,,,,,,,0.0,,,,,,,,71.19999694824219
Benin,BEN,Africa,Sub-Saharan Africa,2018,,,14.2899999619,2.95000004768,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,15.0,26.0,,,,,,,,,,,,,,,,,,55.20000076293945
Benin,BEN,Africa,Sub-Saharan Africa,2019,,,,,,,,,,,,,83.8499984741,,,,,,21.3446979523,,,31.2000007629,,55.2000007629,,,,,,8.34554958344,201.834014893,,,,,,,,,,,,31.7787399292,,,60.2000007629,,,,,,,,,,,55.5
Benin,BEN,Africa,Sub-Saharan Africa,2020,,,,,,,,,,,,,0.790000021458,,,,522.604736328,,,,,,,,,,,,,,,,,2.86999988556,,,,,,,,,,,,,,,,,,,,,,,55.79999923706055
Benin,BEN,Africa,Sub-Saharan Africa,2021,,,,,1.60000002384,69.1580963135,,,,,,,,,,,,,,,,,,,8.3,,,,24.7999992371,,,,,,,,,,,,,,,1.09352660179,7.12810897827,,,37.8925590515,,5.761033535,,,,,,,56.099998474121094
Benin,BEN,Africa,Sub-Saharan Africa,2022,,,,,,,1.95299994946,5.95200014114,0.037000000477,0.286000013351,383.450653076,,,80.775642395,52.0,80.8000030518,,6.30000019073,,11.1658601761,5.43284988403,,2.20000004768,,,30.3999996185,73.0,6.0,,,,,,,0.109999999404,,,,,6215444.0,8.78999996185,26.4351005554,,,,,,,,,28.6389808655,76.0,1.40931999683,12.1304597855,2.70128011703,,56.400001525878906
Benin,BEN,Africa,Sub-Saharan Africa,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7999992371,,,,,,,,,,,,0.0,,,,,,,,56.70000076293945
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2015,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.70000076293945
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2016,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,50.2999992371,23.0769195557,,,,,,,,,,,,,,,,,,,,,,,,62.849998474121094
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,42.0,,,,,,,,,,,,,,,,,,63.150001525878906
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2019,,,,,,,,,,,,,,,,,,,16.5642585754,,,28.2999992371,,24.3999996185,,,,,,4.09583997726,77.1264572144,,,,,,,,,,,,26.8872394562,,,14.3000001907,,,,,,,,,,,63.29999923706055
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2020,,,,,,,,,,,,,,,,,160.907394409,,,,,,,,,,,,,,,,,0.140000000596,,,,,,,,,,,,,,,,,,,,,,,63.45000076293945
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2021,,,5.69000005722,1.19000005722,17.1000003815,,12.6879997253,16.0529994965,2.26600003242,2.38599991798,,,,,,,,,,,,,,,,,,,17.6000003815,,,,,,,,,,,,,,,0.383767575026,4.09600448608,,,65.062286377,,10.5988960266,,,,,,,63.599998474121094
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2022,,,,,,,,,,,2.52213001251,49.0,,23.9109592438,108.0,71.5,,12.3999996185,,28.6803703308,16.3218803406,,9.0,,,11.1000003815,69.0,89.0999984741,,,,,,,0.159999996424,45.0,,,,197835.0,1.82000005245,115.564697266,,,,,,,,,12.6607999802,69.0,,26.9873695374,,,63.75
Bolivia (Plurinational State of),BOL,Americas,Latin America and the Caribbean,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5999984741,,,,,,,,,,,,0.0,,,,,,,,63.900001525878906
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2015,,,8.18000030518,1.38999998569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,,,,,,,,,,,,,,,,,,67.1500015258789
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2019,,,,,,,23.1830005646,63.9570007324,2.56500005722,1.37800002098,,,4.889999885113,,,,,,19.4180145264,,,44.2000007629,,24.3999996185,,,,,,6.38479995728,113.929946899,,,,,,,,,,,,29.6703796387,,,1.89999997616,,,,,,,,,,,67.19999694824219
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2020,,,,,,,,,,,,,,,,,5.66839981079,,,,,,,,,,,,,,,,,0.629999995232,,,,,,,,,,,,,,,,,,,,,,,67.25
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2021,28.8600006104,20.8299999237,,,16.4200000763,,,,,,,,,,,99.9000015259,,,,,,,,,,,,,13.6999998093,,,,,,,,,,,,,,,1.6940728426,8.71774291992,,,66.4711227417,,1.370626688,,,,,,,67.30000305175781
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2022,,,,,,,,,,,,60.0,,6.03144598007,24.0,,,36.2000007629,,21.1939105988,12.0469102859,,9.39999961853,,,8.0,,41.0999984741,,,,,,,,,,,,0.0,10.6999998093,7.07700014114,,,,,,,,,4.36197185516,75.0,65.3053207397,,,86.9706802368,67.3499984741211
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8666992188,,,,,,,,,,,,0.0,,,,,,,,67.4000015258789
Botswana,BWA,Africa,Sub-Saharan Africa,2015,,,4.32000017166,1.00999999046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.79999923706055
Botswana,BWA,Africa,Sub-Saharan Africa,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,34.0,,,,,,,,,,,,,,,,,,53.625
Botswana,BWA,Africa,Sub-Saharan Africa,2019,,,,,,,,,,,,,25.2700006067735,,,,,,19.2427253723,,,44.0999984741,,32.5,,,,,,8.1631603241,140.7265625,,,,,,,,,,,,14.4246702194,,,26.7999992371,,,,,,,,,,,53.900001525878906
Botswana,BWA,Africa,Sub-Saharan Africa,2022,,,,,,,3.77500009537,30.5209999084,0.326999992132,0.47499999404,0.310809999704,77.0,,38.7349891663,229.0,,,18.7000007629,,18.2908802032,6.07618999481,,10.1000003815,,,21.6000003815,68.0,66.0,,,,,,,1.91999995708,20.0,,,,1464410.0,3.51999998093,1.22529995441,,,,,,,,,19.8034801483,86.0,,,,,54.724998474121094
Botswana,BWA,Africa,Sub-Saharan Africa,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2000007629,,,,,,,,,,,,0.0,,,,,,,,55.0
Brazil,BRA,Americas,Latin America and the Caribbean,2017,,,11.8100004196,1.87999999523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.05000305175781
Brazil,BRA,Americas,Latin America and the Caribbean,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,23.0,,,,,,,,,,,,,,,,,,65.2249984741211
Brazil,BRA,Americas,Latin America and the Caribbean,2019,,,,,,,,,,,,,,,,,,,15.0729265213,,,45.0,,16.1000003815,3.4,,,,,7.67496013641,28.9342803955,,,,,,,,,,,,11.2550897598,,,6.59999990463,,,,,,,,,,,65.4000015258789
Brazil,BRA,Americas,Latin America and the Caribbean,2020,,,,,,,,,,,,,,,,,72.1475372314,,,,,,,,,,,,,,,,,0.029999999329,,,,,,,,,,,,,,,,,,,,,,,65.57499694824219
Brazil,BRA,Americas,Latin America and the Caribbean,2021,25.5799999237,7.0,,,10.9399995804,,21.4200000763,55.1279983521,6.67999982834,3.35700011253,,,22.289999842630003,,,98.1999969482,,,,,,,,,,,,,15.6999998093,,,,,,,,,,,,,,,0.133869856596,7.50757217407,,,80.4168777466,,32.4975624084,,,,,,,65.75
Brazil,BRA,Americas,Latin America and the Caribbean,2022,,,,,,,,,,,3.43952989578,58.0,,14.0249204636,49.0,,,12.1999998093,,28.1418399811,15.4863395691,,10.3000001907,,,7.19999980927,81.0,96.5,,,,,,,0.239999994636,69.0,,,,5245909.0,0.10000000149,60.3157997131,,,,,,,,,8.56735897064,77.0,43.4077911377,,49.5867385864,87.2587203979,65.92500305175781
